ccd_count clocking datestart             datestop              dec    dither fep_count hetg letg obsid pcad_mode pitch  power_cmd  q1    q2    q3    q4   ra     roll   si_mode  simfa_pos simpos trans_keys                                       vid_board
5         0        2011:317:10:05:07.837 2011:317:10:06:56.762 32.14  ENAB   5         RETR RETR 13434 NMAN      163.71 AA00000000 0.85  0.38  0.35  0.09 56.15  150.61 TE_0064C -536      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         0        2011:317:10:06:56.762 2011:317:10:07:57.586 32.14  ENAB   5         RETR RETR 13434 NMAN      163.71 AA00000000 0.85  0.38  0.35  0.09 56.15  150.61 TE_0064C -418      75624  simfa_pos                                        1        
5         0        2011:317:10:07:57.586 2011:317:10:08:15.522 32.14  ENAB   5         RETR RETR 13675 NMAN      163.71 AA00000000 0.85  0.38  0.35  0.09 56.15  150.61 TE_0064C -418      75624  obsid                                            1        
5         0        2011:317:10:08:15.522 2011:317:10:10:27.088 32.14  ENAB   5         RETR RETR 13675 NMAN      163.71 AA00000000 0.85  0.38  0.35  0.09 56.15  150.61 TE_0064C -468      75624  simfa_pos                                        1        
5         0        2011:317:10:10:27.088 2011:317:10:15:46.340 31.56  ENAB   5         RETR RETR 13675 NMAN      161.75 AA00000000 0.84  0.38  0.37  0.13 58.82  144.51 TE_0064C -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         0        2011:317:10:15:46.340 2011:317:10:21:05.591 27.86  ENAB   5         RETR RETR 13675 NMAN      157.69 AA00000000 0.78  0.38  0.43  0.26 66.93  124.44 TE_0064C -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         0        2011:317:10:21:05.591 2011:317:10:22:46.348 19.72  ENAB   5         RETR RETR 13675 NMAN      152.81 AA00000000 0.67  0.37  0.49  0.43 74.39  99.93  TE_0064C -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         0        2011:317:10:22:46.348 2011:317:10:22:50.348 19.72  ENAB   5         RETR RETR 13675 NMAN      152.81 AA00000000 0.67  0.37  0.49  0.43 74.39  99.93  TE_0064C -468      75624  clocking,power_cmd                               1        
5         0        2011:317:10:22:50.348 2011:317:10:22:54.348 19.72  ENAB   5         RETR RETR 13675 NMAN      152.81 AA00000000 0.67  0.37  0.49  0.43 74.39  99.93  TE_0064C -468      75624  clocking,power_cmd                               1        
0         0        2011:317:10:22:54.348 2011:317:10:23:18.348 19.72  ENAB   0         RETR RETR 13675 NMAN      152.81 WSPOW00000 0.67  0.37  0.49  0.43 74.39  99.93  TE_0064C -468      75624  ccd_count,clocking,fep_count,power_cmd,vid_board 1        
