datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2010:137:11:46:28.353 2010:137:11:46:50.906 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.61 235.00 5.00   177.54 0.46  -0.89 0.00  0.05 clocking,power_cmd                              
2010:137:11:46:50.906 2010:137:11:51:54.897 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.59 233.06 5.00   182.00 0.45  -0.89 0.04  0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:11:51:54.897 2010:137:11:56:58.887 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.56 226.51 3.87   197.28 -0.39 0.91  -0.15 0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:11:56:58.887 2010:137:12:02:02.877 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.54 218.30 -0.50  218.32 -0.31 0.89  -0.31 0.11 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:12:02:02.877 2010:137:12:07:06.867 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.56 212.14 -7.50  238.72 -0.21 0.84  -0.45 0.19 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:12:07:06.867 2010:137:12:12:10.858 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.61 208.73 -16.20 258.85 -0.10 0.76  -0.58 0.26 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:12:12:10.858 2010:137:12:17:14.848 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.67 208.63 -25.51 279.65 0.01  0.65  -0.69 0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:12:17:14.848 2010:137:12:22:18.838 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.74 212.50 -34.18 302.37 0.12  0.51  -0.76 0.37 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:12:22:18.838 2010:137:12:27:22.829 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.78 217.98 -39.15 320.42 0.19  0.40  -0.80 0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:12:27:22.829 2010:137:14:03:06.045 56253 XTZ0000005 TE_00216 NPNT      1         1        6         6         -99616 -468      155.79 220.00 -40.30 326.01 0.22  0.37  -0.81 0.40 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:137:14:03:06.045 2010:137:14:03:16.296 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      155.79 220.00 -40.30 326.01 0.22  0.37  -0.81 0.40 pcad_mode                                       
2010:137:14:03:16.296 2010:137:14:08:22.193 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      153.48 220.00 -40.30 326.01 0.22  0.37  -0.81 0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:08:22.193 2010:137:14:13:28.089 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      143.20 218.03 -44.84 324.94 0.25  0.38  -0.80 0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:13:28.089 2010:137:14:18:33.986 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      123.96 208.07 -60.09 317.92 0.38  0.41  -0.74 0.37 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:18:33.986 2010:137:14:23:39.883 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      101.41 161.49 -77.11 275.14 0.54  0.45  -0.64 0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:23:39.883 2010:137:14:28:29.353 56253 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      78.90  80.94  -68.64 198.33 0.68  0.46  -0.51 0.26 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:28:29.353 2010:137:14:28:45.779 56253 AA00000000 TE_00216 NMAN      1         0        6         6         -99616 -468      78.90  80.94  -68.64 198.33 0.68  0.46  -0.51 0.26 clocking,power_cmd                              
2010:137:14:28:45.779 2010:137:14:31:29.353 56253 AA00000000 TE_00216 NMAN      1         0        6         6         -99616 -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:31:29.353 2010:137:14:31:30.353 56253 AA00000000 TE_00216 NMAN      1         0        6         6         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 simpos                                          
2010:137:14:31:30.353 2010:137:14:31:34.353 56253 AA00000000 TE_00216 NMAN      1         0        6         6         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 clocking,power_cmd                              
2010:137:14:31:34.353 2010:137:14:31:38.353 56253 AA00000000 TE_00216 NMAN      1         0        6         6         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 clocking,power_cmd                              
2010:137:14:31:38.353 2010:137:14:32:02.353 56253 WSPOW00000 TE_00216 NMAN      1         0        0         0         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:137:14:32:02.353 2010:137:14:33:05.353 56253 WSPOW04F3E TE_00216 NMAN      1         0        5         5         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:137:14:33:05.353 2010:137:14:33:09.353 56253 WSPOW04F3E TE_00458 NMAN      1         0        5         5         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 si_mode                                         
2010:137:14:33:09.353 2010:137:14:33:51.676 56253 XTZ0000005 TE_00458 NMAN      1         1        5         5         92904  -468      59.73  61.09  -48.01 182.46 0.79  0.46  -0.36 0.19 clocking,power_cmd                              
2010:137:14:33:51.676 2010:137:14:34:29.353 56253 XTZ0000005 TE_00458 NMAN      1         1        5         5         92904  -468      49.49  54.63  -32.39 179.20 0.85  0.44  -0.24 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:137:14:34:29.353 2010:137:14:37:29.563 12213 XTZ0000005 TE_00458 NMAN      1         1        5         5         92904  -468      49.49  54.63  -32.39 179.20 0.85  0.44  -0.24 0.13 obsid                                           
2010:137:14:37:29.563 2010:137:14:38:57.573 12213 XTZ0000005 TE_00458 NMAN      1         1        5         5         92904  -536      49.49  54.63  -32.39 179.20 0.85  0.44  -0.24 0.13 simfa_pos                                       
2010:137:14:38:57.573 2010:138:08:09:53.353 12213 XTZ0000005 TE_00458 NPNT      1         1        5         5         92904  -536      47.20  53.14  -27.80 178.73 0.87  0.44  -0.21 0.12 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:138:08:09:53.353 2010:138:08:10:03.604 12213 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -536      47.20  53.14  -27.80 178.73 0.87  0.44  -0.21 0.12 clocking,pcad_mode,power_cmd,simpos             
2010:138:08:10:03.604 2010:138:08:11:52.529 12213 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -536      48.41  53.14  -27.80 178.73 0.87  0.44  -0.21 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:08:11:52.529 2010:138:08:12:53.353 12213 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -418      48.41  53.14  -27.80 178.73 0.87  0.44  -0.21 0.12 simfa_pos                                       
2010:138:08:12:53.353 2010:138:08:13:11.289 11608 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -418      48.41  53.14  -27.80 178.73 0.87  0.44  -0.21 0.12 obsid                                           
2010:138:08:13:11.289 2010:138:08:15:41.882 11608 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -468      48.41  53.14  -27.80 178.73 0.87  0.44  -0.21 0.12 simfa_pos                                       
2010:138:08:15:41.882 2010:138:08:21:20.160 11608 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -468      52.35  58.33  -29.78 184.53 0.85  0.46  -0.24 0.09 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:08:21:20.160 2010:138:08:22:22.186 11608 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:08:22:22.186 2010:138:08:22:26.186 11608 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 clocking,power_cmd                              
2010:138:08:22:26.186 2010:138:08:22:30.186 11608 AA00000000 TE_00458 NMAN      1         0        5         5         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 clocking,power_cmd                              
2010:138:08:22:30.186 2010:138:08:22:54.186 11608 WSPOW00000 TE_00458 NMAN      1         0        0         0         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:08:22:54.186 2010:138:08:23:57.186 11608 WSPOW08002 TE_00458 NMAN      1         0        1         1         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:08:23:57.186 2010:138:08:24:01.186 11608 WSPOW08002 CC_0010C NMAN      1         0        1         1         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 si_mode                                         
2010:138:08:24:01.186 2010:138:08:26:58.437 11608 XCZ0000005 CC_0010C NMAN      1         1        1         1         75624  -468      56.31  74.02  -32.63 201.84 0.78  0.52  -0.33 0.02 clocking,power_cmd                              
2010:138:08:26:58.437 2010:138:11:17:58.186 11608 XCZ0000005 CC_0010C NPNT      1         1        1         1         75624  -468      57.37  79.91  -32.64 208.32 -0.76 -0.54 0.36  0.00 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:138:11:17:58.186 2010:138:11:18:08.437 11608 AA00000000 CC_0010C NMAN      1         0        1         1         75624  -468      57.37  79.91  -32.64 208.32 -0.76 -0.54 0.36  0.00 clocking,pcad_mode,power_cmd                    
2010:138:11:18:08.437 2010:138:11:20:58.186 11608 AA00000000 CC_0010C NMAN      1         0        1         1         75624  -468      58.73  79.91  -32.64 208.32 -0.76 -0.54 0.36  0.00 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:11:20:58.186 2010:138:11:22:43.076 11095 AA00000000 CC_0010C NMAN      1         0        1         1         75624  -468      58.73  79.91  -32.64 208.32 -0.76 -0.54 0.36  0.00 obsid                                           
2010:138:11:22:43.076 2010:138:11:23:24.379 11095 AA00000000 CC_0010C NMAN      1         0        1         1         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:11:23:24.379 2010:138:11:23:28.379 11095 AA00000000 CC_0010C NMAN      1         0        1         1         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 clocking,power_cmd                              
2010:138:11:23:28.379 2010:138:11:23:32.379 11095 AA00000000 CC_0010C NMAN      1         0        1         1         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 clocking,power_cmd                              
2010:138:11:23:32.379 2010:138:11:23:56.379 11095 WSPOW00000 CC_0010C NMAN      1         0        0         0         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:11:23:56.379 2010:138:11:24:59.379 11095 WSPOW0CC1E CC_0010C NMAN      1         0        4         4         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:11:24:59.379 2010:138:11:25:03.379 11095 WSPOW0CC1E TE_0055A NMAN      1         0        4         4         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 si_mode                                         
2010:138:11:25:03.379 2010:138:11:27:17.714 11095 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      65.02  78.80  -36.21 206.94 0.76  0.53  -0.37 0.02 clocking,power_cmd                              
2010:138:11:27:17.714 2010:138:11:31:52.353 11095 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      77.35  73.35  -48.42 200.66 0.76  0.48  -0.42 0.11 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:11:31:52.353 2010:138:11:36:26.992 11095 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      89.55  55.08  -65.18 181.23 0.75  0.38  -0.48 0.24 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:11:36:26.992 2010:138:11:41:01.631 11095 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      95.66  25.17  -72.58 150.60 0.73  0.32  -0.51 0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:11:41:01.631 2010:138:17:02:01.379 11095 XTZ0000005 TE_0055A NPNT      1         1        4         4         75624  -468      96.99  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:138:17:02:01.379 2010:138:17:02:11.630 11095 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      96.99  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 clocking,pcad_mode,power_cmd                    
2010:138:17:02:11.630 2010:138:17:05:01.379 11095 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:17:05:01.379 2010:138:17:05:05.379 11352 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 clocking,obsid,power_cmd                        
2010:138:17:05:05.379 2010:138:17:05:09.379 11352 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 clocking,power_cmd                              
2010:138:17:05:09.379 2010:138:17:05:33.379 11352 WSPOW00000 TE_0055A NMAN      1         0        0         0         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:17:05:33.379 2010:138:17:06:36.379 11352 WSPOW3F03F TE_0055A NMAN      1         0        6         6         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:17:06:36.379 2010:138:17:06:40.379 11352 WSPOW3F03F TE_00600 NMAN      1         0        6         6         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 si_mode                                         
2010:138:17:06:40.379 2010:138:17:06:43.871 11352 XTZ0000005 TE_00600 NMAN      1         1        6         6         75624  -468      95.80  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 clocking,power_cmd                              
2010:138:17:06:43.871 2010:138:17:11:16.112 11352 XTZ0000005 TE_00600 NMAN      1         1        6         6         75624  -468      89.96  11.77  -69.72 136.63 0.74  0.29  -0.50 0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:17:11:16.112 2010:138:17:15:48.353 11352 XTZ0000005 TE_00600 NMAN      1         1        6         6         75624  -468      78.44  10.16  -56.94 133.76 0.79  0.26  -0.41 0.38 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:17:15:48.353 2010:138:17:20:20.594 11352 XTZ0000005 TE_00600 NMAN      1         1        6         6         75624  -468      67.00  9.86   -37.59 131.36 0.85  0.21  -0.26 0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:17:20:20.594 2010:138:17:24:52.835 11352 XTZ0000005 TE_00600 NMAN      1         1        6         6         75624  -468      61.29  10.18  -24.80 130.09 0.87  0.17  -0.16 0.43 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:17:24:52.835 2010:138:19:43:12.379 11352 XTZ0000005 TE_00600 NPNT      1         1        6         6         75624  -468      60.06  10.32  -21.14 129.74 0.88  0.16  -0.13 0.43 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:138:19:43:12.379 2010:138:19:43:22.630 11352 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      60.06  10.32  -21.14 129.74 0.88  0.16  -0.13 0.43 clocking,pcad_mode,power_cmd                    
2010:138:19:43:22.630 2010:138:19:46:12.379 11352 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      62.65  10.32  -21.14 129.74 0.88  0.16  -0.13 0.43 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:19:46:12.379 2010:138:19:48:35.464 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      62.65  10.32  -21.14 129.74 0.88  0.16  -0.13 0.43 obsid                                           
2010:138:19:48:35.464 2010:138:19:53:48.298 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      73.74  5.98   -24.16 128.11 0.87  0.14  -0.17 0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:19:53:48.298 2010:138:19:59:01.132 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      94.05  349.42 -33.40 120.22 0.84  0.07  -0.29 0.45 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:19:59:01.132 2010:138:20:04:13.967 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      117.49 321.54 -41.53 103.21 0.76  -0.03 -0.45 0.46 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:20:04:13.967 2010:138:20:09:26.801 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      137.80 289.97 -41.85 82.12  0.66  -0.13 -0.60 0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:20:09:26.801 2010:138:20:10:03.385 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:138:20:10:03.385 2010:138:20:10:07.385 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 clocking,power_cmd                              
2010:138:20:10:07.385 2010:138:20:10:11.385 11234 AA00000000 TE_00600 NMAN      1         0        6         6         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 clocking,power_cmd                              
2010:138:20:10:11.385 2010:138:20:10:35.385 11234 WSPOW00000 TE_00600 NMAN      1         0        0         0         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:20:10:35.385 2010:138:20:11:38.385 11234 WSPOW1EC3F TE_00600 NMAN      1         0        6         6         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:138:20:11:38.385 2010:138:20:11:42.385 11234 WSPOW1EC3F CC_00102 NMAN      1         0        6         6         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 si_mode                                         
2010:138:20:11:42.385 2010:138:20:14:39.635 11234 XCZ0000005 CC_00102 NMAN      1         1        6         6         75624  -468      148.89 268.63 -36.89 68.63  0.56  -0.20 -0.69 0.42 clocking,power_cmd                              
2010:138:20:14:39.635 2010:139:07:25:39.385 11234 XCZ0000005 CC_00102 NPNT      1         1        6         6         75624  -468      151.40 263.02 -34.78 65.38  0.53  -0.22 -0.71 0.41 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:139:07:25:39.385 2010:139:07:25:49.636 11234 AA00000000 CC_00102 NMAN      1         0        6         6         75624  -468      151.40 263.02 -34.78 65.38  0.53  -0.22 -0.71 0.41 clocking,pcad_mode,power_cmd                    
2010:139:07:25:49.636 2010:139:07:28:39.385 11234 AA00000000 CC_00102 NMAN      1         0        6         6         75624  -468      149.83 263.02 -34.78 65.38  0.53  -0.22 -0.71 0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:07:28:39.385 2010:139:07:31:02.643 12215 AA00000000 CC_00102 NMAN      1         0        6         6         75624  -468      149.83 263.02 -34.78 65.38  0.53  -0.22 -0.71 0.41 obsid                                           
2010:139:07:31:02.643 2010:139:07:34:17.420 12215 AA00000000 CC_00102 NMAN      1         0        6         6         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:07:34:17.420 2010:139:07:34:21.420 12215 AA00000000 CC_00102 NMAN      1         0        6         6         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 clocking,power_cmd                              
2010:139:07:34:21.420 2010:139:07:34:25.420 12215 AA00000000 CC_00102 NMAN      1         0        6         6         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 clocking,power_cmd                              
2010:139:07:34:25.420 2010:139:07:34:49.420 12215 WSPOW00000 CC_00102 NMAN      1         0        0         0         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:139:07:34:49.420 2010:139:07:35:52.420 12215 WSPOW0CC1E CC_00102 NMAN      1         0        4         4         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:139:07:35:52.420 2010:139:07:35:56.420 12215 WSPOW0CC1E TE_0055A NMAN      1         0        4         4         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 si_mode                                         
2010:139:07:35:56.420 2010:139:07:36:15.650 12215 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      140.88 266.09 -38.72 65.32  0.55  -0.18 -0.70 0.41 clocking,power_cmd                              
2010:139:07:36:15.650 2010:139:07:41:28.656 12215 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      124.33 278.46 -52.08 67.62  0.62  -0.05 -0.67 0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:07:41:28.656 2010:139:07:46:41.663 12215 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      107.97 308.42 -68.44 85.01  0.68  0.13  -0.61 0.38 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:07:46:41.663 2010:139:07:51:54.670 12215 XTZ0000005 TE_0055A NMAN      1         1        4         4         75624  -468      99.25  356.42 -74.00 124.20 0.71  0.26  -0.54 0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:07:51:54.670 2010:139:14:19:34.420 12215 XTZ0000005 TE_0055A NPNT      1         1        4         4         75624  -468      97.32  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:139:14:19:34.420 2010:139:14:19:44.671 12215 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      97.32  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 clocking,pcad_mode,power_cmd                    
2010:139:14:19:44.671 2010:139:14:22:34.420 12215 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      96.07  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:14:22:34.420 2010:139:14:24:18.603 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      96.07  12.86  -73.36 138.07 0.72  0.30  -0.52 0.35 obsid                                           
2010:139:14:24:18.603 2010:139:14:28:52.535 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      89.82  25.12  -72.54 150.45 0.73  0.32  -0.51 0.33 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:14:28:52.535 2010:139:14:33:26.467 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      77.39  54.81  -65.09 180.54 0.75  0.39  -0.48 0.24 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:14:33:26.467 2010:139:14:37:58.080 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      64.88  73.16  -48.36 199.53 0.76  0.48  -0.42 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:14:37:58.080 2010:139:14:38:00.399 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      64.88  73.16  -48.36 199.53 0.76  0.48  -0.42 0.12 clocking,power_cmd                              
2010:139:14:38:00.399 2010:139:14:38:02.080 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      58.52  78.75  -36.19 205.58 0.76  0.53  -0.37 0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:14:38:02.080 2010:139:14:38:06.080 11609 AA00000000 TE_0055A NMAN      1         0        4         4         75624  -468      58.52  78.75  -36.19 205.58 0.76  0.53  -0.37 0.03 clocking,power_cmd                              
2010:139:14:38:06.080 2010:139:14:38:30.080 11609 WSPOW00000 TE_0055A NMAN      1         0        0         0         75624  -468      58.52  78.75  -36.19 205.58 0.76  0.53  -0.37 0.03 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:139:14:38:30.080 2010:139:14:39:33.080 11609 WSPOW08002 TE_0055A NMAN      1         0        1         1         75624  -468      58.52  78.75  -36.19 205.58 0.76  0.53  -0.37 0.03 ccd_count,clocking,fep_count,power_cmd,vid_board
2010:139:14:39:33.080 2010:139:14:39:37.080 11609 WSPOW08002 CC_0010C NMAN      1         0        1         1         75624  -468      58.52  78.75  -36.19 205.58 0.76  0.53  -0.37 0.03 si_mode                                         
2010:139:14:39:37.080 2010:139:14:42:34.332 11609 XCZ0000005 CC_0010C NMAN      1         1        1         1         75624  -468      58.52  78.75  -36.19 205.58 0.76  0.53  -0.37 0.03 clocking,power_cmd                              
2010:139:14:42:34.332 2010:139:17:33:34.808 11609 XCZ0000005 CC_0010C NPNT      1         1        1         1         75624  -468      57.13  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2010:139:17:33:34.808 2010:139:17:36:34.808 11609 AA00000000 CC_0010C NMAN      1         0        1         1         -99616 -468      57.13  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 clocking,pcad_mode,power_cmd,simpos             
2010:139:17:36:34.808 2010:139:17:36:48.353 56252 AA00000000 CC_0010C NMAN      1         0        1         1         -99616 -468      57.13  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 obsid                                           
2010:139:17:36:48.353 2010:139:17:39:11.242 56252 AA00000000 CC_0010C NMAN      1         0        1         1         -99616 -468      57.11  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 dec,pitch,q1,q2,q3,q4,ra,roll                   
2010:139:17:39:11.242 2010:139:17:40:38.102 56252 AA00000000 CC_0010C NMAN      1         0        1         1         -99616 -991      57.11  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 simfa_pos                                       
2010:139:17:40:38.102 2010:139:17:40:42.102 56252 AA00000000 CC_0010C NMAN      1         0        1         1         -99616 -991      57.11  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 clocking,power_cmd                              
2010:139:17:40:42.102 2010:139:17:40:46.102 56252 AA00000000 CC_0010C NMAN      1         0        1         1         -99616 -991      57.11  79.91  -32.64 206.89 0.76  0.55  -0.35 0.00 clocking,power_cmd                              
