datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos hetg letg pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2008:045:07:57:33.505 2008:045:08:01:53.254 7858  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 139.27 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:045:08:01:53.254 2008:045:08:02:11.254 7858  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 139.27 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 power_cmd,vid_board                             
2008:045:08:02:11.254 2008:045:08:03:41.254 7858  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 139.27 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:045:08:03:41.254 2008:045:09:25:13.254 7858  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 139.27 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 clocking,power_cmd                              
2008:045:09:25:13.254 2008:045:09:25:23.505 7858  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 139.27 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 clocking,pcad_mode,power_cmd                    
2008:045:09:25:23.505 2008:045:09:28:13.254 7858  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 136.91 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:09:28:13.254 2008:045:09:30:31.543 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 136.91 189.25 14.20  86.05  -0.04 -0.68 -0.72 0.14 obsid                                           
2008:045:09:30:31.543 2008:045:09:35:39.582 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 126.18 194.19 13.53  84.85  -0.00 -0.68 -0.72 0.17 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:09:35:39.582 2008:045:09:40:47.620 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 106.35 210.93 10.52  81.26  0.11  -0.64 -0.71 0.26 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:09:40:47.620 2008:045:09:45:55.658 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 83.31  233.54 4.97   78.06  0.25  -0.58 -0.68 0.37 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:09:45:55.658 2008:045:09:51:03.697 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 63.48  255.75 -1.36  77.25  0.39  -0.49 -0.62 0.47 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:09:51:03.697 2008:045:09:56:11.735 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 52.76  271.79 -5.88  78.19  0.48  -0.41 -0.56 0.53 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:09:56:11.735 2008:045:10:00:31.485 7528  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 50.34  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:045:10:00:31.485 2008:045:10:00:49.485 7528  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 50.34  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 power_cmd,vid_board                             
2008:045:10:00:49.485 2008:045:10:02:19.485 7528  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 50.34  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:045:10:02:19.485 2008:045:11:23:51.485 7528  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 50.34  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 clocking,power_cmd                              
2008:045:11:23:51.485 2008:045:11:24:01.736 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 50.34  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 clocking,pcad_mode,power_cmd                    
2008:045:11:24:01.736 2008:045:11:26:51.485 7528  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 50.13  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:11:26:51.485 2008:045:11:31:24.936 7522  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 50.13  276.51 -7.13  78.70  0.50  -0.39 -0.54 0.55 obsid                                           
2008:045:11:31:24.936 2008:045:11:35:44.685 7522  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 49.87  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:045:11:35:44.685 2008:045:11:36:02.685 7522  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 49.87  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 power_cmd,vid_board                             
2008:045:11:36:02.685 2008:045:11:37:32.685 7522  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 49.87  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:045:11:37:32.685 2008:045:12:59:04.685 7522  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 49.87  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 clocking,power_cmd                              
2008:045:12:59:04.685 2008:045:12:59:14.936 7522  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 49.87  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 clocking,pcad_mode,power_cmd                    
2008:045:12:59:14.936 2008:045:13:02:04.685 7522  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 50.29  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:13:02:04.685 2008:045:13:06:09.110 7561  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 50.29  276.45 -10.56 81.58  0.53  -0.38 -0.55 0.52 obsid                                           
2008:045:13:06:09.110 2008:045:13:10:28.858 7561  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:045:13:10:28.858 2008:045:13:10:46.858 7561  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 power_cmd,vid_board                             
2008:045:13:10:46.858 2008:045:13:12:16.858 7561  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:045:13:12:16.858 2008:045:14:33:42.407 7561  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 clocking,power_cmd                              
2008:045:14:33:42.407 2008:045:14:39:53.683 7561  AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 clocking,pcad_mode,power_cmd,simpos             
2008:045:14:39:53.683 2008:045:14:48:42.407 7561  AA00000000 TE_002A3 NPNT      1         0        6         6         -99616 -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 pcad_mode                                       
2008:045:14:48:42.407 2008:045:14:48:52.658 57966 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.66  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 obsid,pcad_mode                                 
2008:045:14:48:52.658 2008:045:14:51:42.407 57966 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:14:51:42.407 2008:045:14:51:46.407 57966 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 clocking,power_cmd                              
2008:045:14:51:46.407 2008:045:14:51:50.407 57966 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 clocking,power_cmd                              
2008:045:14:51:50.407 2008:045:14:52:14.407 57966 WSPOW00000 TE_002A3 NMAN      1         0        0         0         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:045:14:52:14.407 2008:045:14:53:17.407 57966 WSPOW0CF3F TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:045:14:53:17.407 2008:045:14:53:21.407 57966 WSPOW0CF3F TE_00216 NMAN      1         0        6         6         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 si_mode                                         
2008:045:14:53:21.407 2008:045:14:53:42.467 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 50.73  275.36 -13.30 83.76  0.55  -0.38 -0.56 0.49 clocking,power_cmd                              
2008:045:14:53:42.467 2008:045:14:58:32.276 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 50.77  275.06 -16.60 86.33  0.57  -0.38 -0.56 0.47 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:14:58:32.276 2008:045:15:03:22.085 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 50.89  275.24 -28.04 95.58  0.64  -0.36 -0.57 0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:03:22.085 2008:045:15:08:11.894 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 51.08  280.18 -44.37 112.08 0.72  -0.33 -0.57 0.20 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:08:11.894 2008:045:15:13:01.703 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 51.31  295.72 -58.37 138.01 0.78  -0.29 -0.55 0.02 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:13:01.703 2008:045:15:17:51.512 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 51.55  329.29 -64.51 181.40 -0.81 0.23  0.51  0.15 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:17:51.512 2008:045:15:22:41.321 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 51.76  2.01   -57.75 223.95 -0.82 0.17  0.45  0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:22:41.321 2008:045:15:27:31.129 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 51.91  16.75  -43.53 249.13 -0.79 0.10  0.38  0.48 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:27:31.129 2008:045:15:32:20.938 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 51.98  21.31  -27.13 265.36 -0.73 0.02  0.29  0.62 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:32:20.938 2008:045:15:37:10.747 57966 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 52.00  21.34  -15.69 274.55 -0.68 -0.03 0.23  0.70 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:15:37:10.747 2008:045:16:41:32.407 57966 XTZ0000005 TE_00216 NPNT      1         1        6         6         -99616 -468      RETR RETR 52.00  21.00  -12.40 277.11 -0.66 -0.04 0.21  0.72 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:045:16:41:32.407 2008:045:16:45:20.797 57966 AA00000000 TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 52.00  21.00  -12.40 277.11 -0.66 -0.04 0.21  0.72 clocking,power_cmd                              
2008:045:16:45:20.797 2008:045:16:45:29.797 57966 AA00000000 TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 52.00  21.00  -12.40 277.11 -0.66 -0.04 0.21  0.72 clocking,power_cmd                              
2008:045:16:45:29.797 2008:045:21:14:50.500 57966 WSVIDALLDN TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 52.00  21.00  -12.40 277.11 -0.66 -0.04 0.21  0.72 power_cmd,vid_board                             
2008:045:21:14:50.500 2008:045:21:15:00.751 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 52.00  21.00  -12.40 277.11 -0.66 -0.04 0.21  0.72 obsid,pcad_mode                                 
2008:045:21:15:00.751 2008:045:21:19:49.122 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 53.88  21.00  -12.40 277.11 -0.66 -0.04 0.21  0.72 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:19:49.122 2008:045:21:24:37.494 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 63.22  25.26  -11.93 278.02 -0.65 -0.07 0.23  0.72 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:24:37.494 2008:045:21:29:25.865 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 81.19  39.88  -9.81  280.84 -0.62 -0.15 0.31  0.70 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:29:25.865 2008:045:21:34:14.237 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 102.72 61.09  -5.59  283.77 -0.55 -0.28 0.43  0.66 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:34:14.237 2008:045:21:39:02.608 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 124.24 82.16  -0.57  284.98 -0.46 -0.40 0.52  0.60 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:39:02.608 2008:045:21:43:50.980 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 142.21 103.00 4.51   284.32 -0.36 -0.50 0.60  0.51 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:43:50.980 2008:045:21:48:39.351 57965 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 151.55 117.25 7.67   282.84 -0.28 -0.56 0.64  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:48:39.351 2008:045:21:53:09.794 57965 WSVIDALLDN TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.65 121.40 8.50   282.27 -0.26 -0.57 0.65  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:045:21:53:09.794 2008:045:21:53:20.045 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.65 121.40 8.50   282.27 -0.26 -0.57 0.65  0.42 obsid,pcad_mode                                 
2008:045:21:53:20.045 2008:045:21:58:01.953 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.64 121.40 8.50   282.27 -0.26 -0.57 0.65  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:21:58:01.953 2008:045:22:02:43.860 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.63 121.07 10.24  278.75 -0.26 -0.60 0.63  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:02:43.860 2008:045:22:07:25.768 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.61 120.79 16.36  266.39 -0.27 -0.68 0.54  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:07:25.768 2008:045:22:12:07.676 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.60 123.06 25.31  246.85 -0.28 -0.77 0.39  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:12:07.676 2008:045:22:16:49.583 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.60 129.04 33.05  224.93 -0.28 -0.85 0.22  0.39 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:16:49.583 2008:045:22:21:31.491 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.61 138.70 38.09  200.30 -0.27 -0.89 0.04  0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:21:31.491 2008:045:22:26:13.399 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.63 150.40 39.27  174.25 -0.26 -0.91 -0.13 0.31 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:26:13.399 2008:045:22:30:55.306 57964 WSVIDALLDN TE_00216 NMAN      0         0        6         6         -99616 -468      RETR RETR 153.64 157.99 37.75  157.10 -0.24 -0.90 -0.24 0.28 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:045:22:30:55.306 2008:046:03:23:20.797 57964 WSVIDALLDN TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:03:23:20.797 2008:046:03:23:24.797 57964 AA00000000 TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 clocking,power_cmd                              
2008:046:03:23:24.797 2008:046:03:23:28.797 57964 AA00000000 TE_00216 NPNT      0         0        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 clocking,power_cmd                              
2008:046:03:23:28.797 2008:046:03:23:52.797 57964 WSPOW00000 TE_00216 NPNT      1         0        0         0         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:03:23:52.797 2008:046:03:24:55.797 57964 WSPOW0CF3F TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:03:24:55.797 2008:046:03:24:59.797 57964 WSPOW0CF3F TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 si_mode                                         
2008:046:03:24:59.797 2008:046:05:15:43.038 57964 XTZ0000005 TE_00216 NPNT      1         1        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 clocking,power_cmd                              
2008:046:05:15:43.038 2008:046:05:15:53.289 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.65 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 obsid,pcad_mode                                 
2008:046:05:15:53.289 2008:046:05:20:51.065 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.67 160.00 37.00  152.30 -0.23 -0.89 -0.28 0.26 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:20:51.065 2008:046:05:25:48.840 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.71 162.14 36.00  146.99 -0.23 -0.89 -0.31 0.25 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:25:48.840 2008:046:05:30:46.616 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.80 168.32 31.48  129.63 -0.20 -0.85 -0.43 0.20 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:30:46.616 2008:046:05:35:44.391 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.90 173.60 22.89  107.21 -0.16 -0.78 -0.59 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:35:44.391 2008:046:05:40:42.167 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.98 174.91 13.15  86.72  -0.11 -0.68 -0.73 0.05 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:40:42.167 2008:046:05:45:39.942 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 154.02 172.71 3.56   66.97  0.06  0.55  0.83  0.04 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:45:39.942 2008:046:05:50:37.718 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 154.03 167.40 -4.70  46.83  0.01  0.40  0.91  0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:50:37.718 2008:046:05:55:35.493 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.99 159.44 -10.57 25.69  -0.05 0.23  0.95  0.19 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:05:55:35.493 2008:046:06:00:33.269 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.93 149.78 -13.11 3.71   -0.10 0.06  0.96  0.26 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:00:33.269 2008:046:06:05:31.044 57963 XTZ0000005 TE_00216 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.89 142.78 -12.67 348.22 -0.14 -0.06 0.94  0.30 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:05:31.044 2008:046:06:07:00.797 57963 XTZ0000005 TE_00216 NPNT      1         1        6         6         -99616 -468      RETR RETR 153.88 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:06:07:00.797 2008:046:06:10:00.797 57963 AA00000000 TE_00216 NPNT      1         0        6         6         -99616 -468      RETR RETR 153.88 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 clocking,power_cmd                              
2008:046:06:10:00.797 2008:046:06:10:11.048 9816  AA00000000 TE_00216 NMAN      1         0        6         6         92904  -468      RETR RETR 153.88 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 obsid,pcad_mode,simpos                          
2008:046:06:10:11.048 2008:046:06:11:56.065 9816  AA00000000 TE_00216 NMAN      1         0        6         6         92904  -468      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:11:56.065 2008:046:06:13:00.797 9816  AA00000000 TE_00216 NMAN      1         0        6         6         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 simfa_pos                                       
2008:046:06:13:00.797 2008:046:06:13:04.797 9816  AA00000000 TE_00216 NMAN      1         0        6         6         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 clocking,power_cmd                              
2008:046:06:13:04.797 2008:046:06:13:08.797 9816  AA00000000 TE_00216 NMAN      1         0        6         6         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 clocking,power_cmd                              
2008:046:06:13:08.797 2008:046:06:13:32.797 9816  WSPOW00000 TE_00216 NMAN      1         0        0         0         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:06:13:32.797 2008:046:06:14:35.797 9816  WSPOW0CF3F TE_00216 NMAN      1         0        6         6         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:06:14:35.797 2008:046:06:14:39.797 9816  WSPOW0CF3F TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 si_mode                                         
2008:046:06:14:39.797 2008:046:06:14:44.584 9816  XTZ0000005 TE_004DE NMAN      1         1        6         6         92904  -536      RETR RETR 152.21 140.80 -12.20 343.75 -0.15 -0.10 0.93  0.32 clocking,power_cmd                              
2008:046:06:14:44.584 2008:046:06:19:18.119 9816  XTZ0000005 TE_004DE NMAN      1         1        6         6         92904  -536      RETR RETR 144.69 141.12 -15.73 344.97 -0.17 -0.08 0.93  0.31 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:19:18.119 2008:046:06:23:51.655 9816  XTZ0000005 TE_004DE NMAN      1         1        6         6         92904  -536      RETR RETR 129.96 142.95 -27.99 349.66 -0.26 -0.01 0.92  0.29 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:23:51.655 2008:046:06:28:25.191 9816  XTZ0000005 TE_004DE NMAN      1         1        6         6         92904  -536      RETR RETR 115.28 149.03 -46.03 359.43 -0.38 0.10  0.89  0.24 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:28:25.191 2008:046:06:32:58.726 9816  XTZ0000005 TE_004DE NMAN      1         1        6         6         92904  -536      RETR RETR 107.81 157.57 -57.24 10.16  -0.45 0.17  0.85  0.21 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:06:32:58.726 2008:046:12:29:31.797 9816  XTZ0000005 TE_004DE NPNT      1         1        6         6         92904  -536      RETR RETR 106.16 161.29 -60.22 14.48  -0.47 0.19  0.84  0.20 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:12:29:31.797 2008:046:12:29:42.048 9816  AA00000000 TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 106.16 161.29 -60.22 14.48  -0.47 0.19  0.84  0.20 clocking,pcad_mode,power_cmd                    
2008:046:12:29:42.048 2008:046:12:32:31.797 9816  AA00000000 TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 108.99 161.29 -60.22 14.48  -0.47 0.19  0.84  0.20 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:12:32:31.797 2008:046:12:35:07.182 57962 AA00000000 TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 108.99 161.29 -60.22 14.48  -0.47 0.19  0.84  0.20 obsid                                           
2008:046:12:35:07.182 2008:046:12:40:32.317 57962 AA00000000 TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 120.93 159.96 -54.81 13.65  -0.43 0.18  0.86  0.21 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:12:40:32.317 2008:046:12:45:57.451 57962 AA00000000 TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 139.35 156.95 -36.42 12.50  -0.28 0.16  0.92  0.22 dec,pitch,q1,q2,q3,q4,ra,roll                   
