datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos hetg letg pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2008:042:21:29:17.319 2008:042:21:29:27.570 8042  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 139.11 186.93 13.06  83.47  -0.04 -0.67 -0.74 0.12 clocking,pcad_mode,power_cmd                    
2008:042:21:29:27.570 2008:042:21:32:17.319 8042  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 140.24 186.93 13.06  83.47  -0.04 -0.67 -0.74 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:21:32:17.319 2008:042:21:35:59.258 8049  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 140.24 186.93 13.06  83.47  -0.04 -0.67 -0.74 0.12 obsid                                           
2008:042:21:35:59.258 2008:042:21:40:19.007 8049  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:042:21:40:19.007 2008:042:21:40:37.007 8049  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 power_cmd,vid_board                             
2008:042:21:40:37.007 2008:042:21:42:07.007 8049  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:042:21:42:07.007 2008:042:23:04:21.591 8049  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 clocking,power_cmd                              
2008:042:23:04:21.591 2008:042:23:10:32.867 8049  AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 clocking,pcad_mode,power_cmd,simpos             
2008:042:23:10:32.867 2008:042:23:19:21.591 8049  AA00000000 TE_002A3 NPNT      1         0        6         6         -99616 -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 pcad_mode                                       
2008:042:23:19:21.591 2008:042:23:19:31.842 57972 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 141.31 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 obsid,pcad_mode                                 
2008:042:23:19:31.842 2008:042:23:22:21.591 57972 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:22:21.591 2008:042:23:22:25.591 57972 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 clocking,power_cmd                              
2008:042:23:22:25.591 2008:042:23:22:29.591 57972 AA00000000 TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 clocking,power_cmd                              
2008:042:23:22:29.591 2008:042:23:22:53.591 57972 WSPOW00000 TE_002A3 NMAN      1         0        0         0         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:042:23:22:53.591 2008:042:23:23:56.591 57972 WSPOW3F03F TE_002A3 NMAN      1         0        6         6         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:042:23:23:56.591 2008:042:23:24:00.591 57972 WSPOW3F03F TE_0021C NMAN      1         0        6         6         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 si_mode                                         
2008:042:23:24:00.591 2008:042:23:25:21.519 57972 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 144.54 184.89 14.86  85.93  -0.07 -0.68 -0.72 0.12 clocking,power_cmd                              
2008:042:23:25:21.519 2008:042:23:31:11.196 57972 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 150.86 178.35 15.00  87.30  -0.10 -0.68 -0.72 0.08 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:31:11.196 2008:042:23:35:40.945 57972 XTZ0000005 TE_0021C NPNT      1         1        6         6         -99616 -468      RETR RETR 154.02 171.80 15.00  88.67  -0.14 -0.68 -0.71 0.04 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:042:23:35:40.945 2008:042:23:35:51.196 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 154.02 171.80 15.00  88.67  -0.14 -0.68 -0.71 0.04 obsid,pcad_mode                                 
2008:042:23:35:51.196 2008:042:23:40:39.490 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 154.03 171.80 15.00  88.67  -0.14 -0.68 -0.71 0.04 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:40:39.490 2008:042:23:45:27.785 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 154.03 171.70 13.15  84.94  -0.13 -0.66 -0.74 0.02 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:45:27.785 2008:042:23:50:16.079 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 154.02 170.41 6.90   72.13  0.10  0.58  0.81  0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:50:16.079 2008:042:23:55:04.374 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.99 166.09 -1.47  53.07  0.04  0.44  0.89  0.11 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:55:04.374 2008:042:23:59:52.668 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.92 159.13 -7.96  33.05  -0.01 0.29  0.94  0.19 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:042:23:59:52.668 2008:043:00:04:40.963 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.85 150.24 -11.62 12.08  -0.07 0.13  0.95  0.26 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:00:04:40.963 2008:043:00:09:29.257 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.76 140.54 -11.85 350.66 -0.12 -0.04 0.94  0.33 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:00:09:29.257 2008:043:00:14:17.552 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.68 131.47 -8.63  329.59 -0.17 -0.21 0.89  0.38 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:00:14:17.552 2008:043:00:19:05.846 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.63 124.27 -2.53  309.62 -0.22 -0.37 0.80  0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:00:19:05.846 2008:043:00:23:54.141 57971 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 153.60 120.78 2.82   296.60 -0.24 -0.47 0.73  0.43 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:00:23:54.141 2008:043:00:39:41.591 57971 XTZ0000005 TE_0021C NPNT      1         1        6         6         -99616 -468      RETR RETR 153.60 120.00 4.50   292.89 -0.25 -0.49 0.71  0.44 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:043:00:39:41.591 2008:043:00:42:41.591 57971 AA00000000 TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 153.60 120.00 4.50   292.89 -0.25 -0.49 0.71  0.44 clocking,power_cmd                              
2008:043:00:42:41.591 2008:043:00:42:50.591 57971 AA00000000 TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 153.60 120.00 4.50   292.89 -0.25 -0.49 0.71  0.44 clocking,power_cmd                              
2008:043:00:42:50.591 2008:043:04:04:53.894 57971 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 153.60 120.00 4.50   292.89 -0.25 -0.49 0.71  0.44 power_cmd,vid_board                             
2008:043:04:04:53.894 2008:043:04:05:04.145 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.60 120.00 4.50   292.89 -0.25 -0.49 0.71  0.44 obsid,pcad_mode                                 
2008:043:04:05:04.145 2008:043:04:09:50.814 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.48 120.00 4.50   292.89 -0.25 -0.49 0.71  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:09:50.814 2008:043:04:14:37.484 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.51 119.36 6.21   289.24 -0.25 -0.52 0.69  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:14:37.484 2008:043:04:19:24.153 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.59 118.02 12.37  276.58 -0.27 -0.61 0.60  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:19:24.153 2008:043:04:24:10.822 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.71 118.67 21.69  257.24 -0.29 -0.72 0.45  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:24:10.822 2008:043:04:28:57.492 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.83 122.89 30.22  236.25 -0.30 -0.81 0.29  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:28:57.492 2008:043:04:33:44.161 57970 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.89 127.93 34.89  220.65 -0.30 -0.85 0.17  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:33:44.161 2008:043:04:38:13.910 57970 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 153.91 129.70 36.00  215.91 -0.30 -0.86 0.14  0.39 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:043:04:38:13.910 2008:043:04:38:24.161 57969 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 153.91 129.70 36.00  215.91 -0.30 -0.86 0.14  0.39 obsid,pcad_mode                                 
2008:043:04:38:24.161 2008:043:04:43:16.555 57969 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.74 129.70 36.00  215.91 -0.30 -0.86 0.14  0.39 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:43:16.555 2008:043:04:48:08.948 57969 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 142.16 126.30 39.38  218.10 -0.30 -0.84 0.13  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:48:08.948 2008:043:04:53:01.342 57969 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 127.30 111.54 49.97  228.94 -0.32 -0.78 0.09  0.53 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:53:01.342 2008:043:04:57:53.735 57969 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 117.72 89.82  57.65  246.96 -0.33 -0.70 0.06  0.63 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:04:57:53.735 2008:043:07:33:07.145 57969 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 115.55 82.00  59.00  253.73 -0.33 -0.68 0.05  0.65 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:043:07:33:07.145 2008:043:07:33:17.396 57968 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 115.55 82.00  59.00  253.73 -0.33 -0.68 0.05  0.65 obsid,pcad_mode                                 
2008:043:07:33:17.396 2008:043:07:38:10.150 57968 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 117.64 82.00  59.00  253.73 -0.33 -0.68 0.05  0.65 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:07:38:10.150 2008:043:07:43:02.904 57968 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 127.24 89.85  57.66  246.93 -0.33 -0.70 0.06  0.63 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:07:43:02.904 2008:043:07:47:55.658 57968 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 142.13 111.67 49.99  228.82 -0.32 -0.78 0.09  0.53 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:07:47:55.658 2008:043:07:52:48.411 57968 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.73 126.49 39.39  217.92 -0.30 -0.84 0.13  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:07:52:48.411 2008:043:13:12:45.591 57968 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 153.90 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:043:13:12:45.591 2008:043:13:13:03.591 57968 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 153.90 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 power_cmd,vid_board                             
2008:043:13:13:03.591 2008:043:13:14:33.591 57968 WSPOW3F03F TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 153.90 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:043:13:14:33.591 2008:043:13:14:37.591 57968 WSPOW3F03F CC_000C4 NPNT      1         0        6         6         -99616 -468      RETR RETR 153.90 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 si_mode                                         
2008:043:13:14:37.591 2008:043:14:55:53.586 57968 XCZ0000005 CC_000C4 NPNT      1         1        6         6         -99616 -468      RETR RETR 153.90 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 clocking,power_cmd                              
2008:043:14:55:53.586 2008:043:14:56:03.837 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.90 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 obsid,pcad_mode                                 
2008:043:14:56:03.837 2008:043:15:00:49.171 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.67 129.90 36.00  215.73 -0.30 -0.86 0.14  0.39 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:00:49.171 2008:043:15:05:34.504 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.65 128.17 34.88  220.41 -0.30 -0.85 0.17  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:05:34.504 2008:043:15:10:19.838 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.64 123.26 30.21  235.81 -0.30 -0.81 0.29  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:10:19.838 2008:043:15:15:05.171 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.65 119.17 21.71  256.65 -0.29 -0.72 0.45  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:15:05.171 2008:043:15:19:50.505 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.69 118.60 12.35  276.08 -0.27 -0.61 0.60  0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:19:50.505 2008:043:15:24:35.838 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.77 121.19 3.33   294.98 -0.24 -0.48 0.73  0.43 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:24:35.838 2008:043:15:29:21.172 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.86 126.56 -4.35  314.29 -0.21 -0.33 0.83  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:29:21.172 2008:043:15:34:06.505 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.94 134.17 -9.73  334.27 -0.16 -0.17 0.90  0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:34:06.505 2008:043:15:38:51.839 57967 XCZ0000005 CC_000C4 NMAN      1         1        6         6         -99616 -468      RETR RETR 153.99 140.19 -11.70 348.15 -0.13 -0.06 0.93  0.33 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:38:51.839 2008:043:15:40:21.591 57967 XCZ0000005 CC_000C4 NPNT      1         1        6         6         -99616 -468      RETR RETR 154.00 142.00 -12.00 352.20 -0.12 -0.03 0.94  0.32 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:043:15:40:21.591 2008:043:15:43:21.591 57967 AA00000000 CC_000C4 NPNT      1         0        6         6         -99616 -468      RETR RETR 154.00 142.00 -12.00 352.20 -0.12 -0.03 0.94  0.32 clocking,power_cmd                              
2008:043:15:43:21.591 2008:043:15:43:31.842 9492  AA00000000 CC_000C4 NMAN      1         0        6         6         92904  -468      RETR RETR 154.00 142.00 -12.00 352.20 -0.12 -0.03 0.94  0.32 obsid,pcad_mode,simpos                          
2008:043:15:43:31.842 2008:043:15:45:16.859 9492  AA00000000 CC_000C4 NMAN      1         0        6         6         92904  -468      RETR RETR 151.21 142.00 -12.00 352.20 -0.12 -0.03 0.94  0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:043:15:45:16.859 2008:043:15:46:21.591 9492  AA00000000 CC_000C4 NMAN      1         0        6         6         92904  -536      RETR RETR 151.21 142.00 -12.00 352.20 -0.12 -0.03 0.94  0.32 simfa_pos                                       
2008:043:15:46:21.591 2008:043:15:46:25.591 9492  AA00000000 CC_000C4 NMAN      1         0        6         6         92904  -536      RETR RETR 151.21 142.00 -12.00 352.20 -0.12 -0.03 0.94  0.32 clocking,power_cmd                              
