#*****< Run start 1999244.215700000  >*****
1999244.220004357   |   2.25991860e-01  7.74119930e-01 -5.03079000e-03  5.91304240e-01
1999244.224628718   |   2.54735750e-01  6.88257390e-01 -5.13517000e-03  6.79253335e-01
1999245.041320234   |   6.76176050e-01  3.42466400e-01  3.00602680e-01  5.78913416e-01
1999245.050644357   |   6.76155740e-01  3.42455850e-01  3.00614680e-01  5.78937147e-01
1999245.055324357   |   6.76099000e-01  3.42426390e-01  3.00648200e-01  5.79003428e-01
1999245.064004357   |   6.76042420e-01  3.42397010e-01  3.00681620e-01  5.79069510e-01
1999245.072644357   |   6.75986010e-01  3.42367710e-01  3.00714940e-01  5.79135382e-01
1999245.081324357   |   6.75929760e-01  3.42338510e-01  3.00748150e-01  5.79201048e-01
1999245.090004357   |   6.75873670e-01  3.42309380e-01  3.00781260e-01  5.79266523e-01
1999245.094644357   |   6.75817740e-01  3.42280340e-01  3.00814270e-01  5.79331793e-01
1999245.103324357   |   6.75761970e-01  3.42251380e-01  3.00847180e-01  5.79396865e-01
1999245.112004357   |   6.75706350e-01  3.42222500e-01  3.00880000e-01  5.79461746e-01
1999245.120644357   |   2.45702290e-01  7.87036230e-01  3.36628200e-02  5.64863853e-01
1999245.153114841   |   2.44997120e-01  7.86993470e-01  3.46444000e-02  5.65170288e-01
1999245.183114841   |   2.49014000e-01  6.95764170e-01  1.46159000e-03  6.73722577e-01
1999245.192708519   |   2.47201190e-01  6.94833920e-01 -2.43560000e-04  6.75349788e-01
1999245.201348519   |   2.45424010e-01  6.96842520e-01 -9.08710000e-04  6.73926355e-01
1999245.210028519   |   2.46823390e-01  6.97774010e-01  1.22213000e-03  6.72449367e-01
1999245.214708519   |   6.74973550e-01  3.41841980e-01  3.01311740e-01  5.80315434e-01
1999245.223222542   |   6.74997350e-01  3.41730360e-01  3.01411390e-01  5.80301743e-01
1999245.230222542   |   6.75038730e-01  3.41627870e-01  3.01500680e-01  5.80267569e-01
1999245.233222542   |   6.75080230e-01  3.41525440e-01  3.01589890e-01  5.80233225e-01
1999246.000222542   |   6.75121850e-01  3.41423070e-01  3.01679020e-01  5.80198711e-01
1999246.003222542   |   6.74869950e-01  3.41624080e-01  3.01402000e-01  5.80517332e-01
1999246.010222542   |   6.74918490e-01  3.41489790e-01  3.01401940e-01  5.80539943e-01
1999246.013222542   |   6.74968350e-01  3.41353870e-01  3.01401500e-01  5.80562139e-01
1999246.020222542   |   6.75018320e-01  3.41218000e-01  3.01400990e-01  5.80584178e-01
1999246.023222542   |   6.74693300e-01  3.41589240e-01  3.01404200e-01  5.80741983e-01
1999246.030222542   |   6.74703420e-01  3.41487250e-01  3.01325900e-01  5.80830832e-01
1999246.033222542   |   6.74713600e-01  3.41385280e-01  3.01247540e-01  5.80919588e-01
1999246.040222542   |   6.74723850e-01  3.41283330e-01  3.01169150e-01  5.81008225e-01
1999246.043222542   |   6.74492210e-01  3.41603870e-01  3.01462650e-01  5.80936593e-01
1999246.050222542   |   6.74436560e-01  3.41586420e-01  3.01366980e-01  5.81061088e-01
1999246.053222542   |   6.74380610e-01  3.41568960e-01  3.01269610e-01  5.81186769e-01
1999246.060222542   |   6.74324670e-01  3.41551480e-01  3.01172210e-01  5.81312417e-01
1999246.063222542   |   6.74305730e-01  3.41619100e-01  3.01590540e-01  5.81077722e-01
1999246.070222542   |   6.74196460e-01  3.41686210e-01  3.01540990e-01  5.81190759e-01
1999246.073222542   |   6.74087200e-01  3.41753310e-01  3.01491390e-01  5.81303762e-01
1999246.080222542   |   6.73977960e-01  3.41820400e-01  3.01441740e-01  5.81416719e-01
1999246.083222542   |   6.74164750e-01  3.41586150e-01  3.01757590e-01  5.81173940e-01
1999246.090222542   |   6.74049100e-01  3.41685600e-01  3.01796870e-01  5.81229224e-01
1999246.093222542   |   6.73932280e-01  3.41786780e-01  3.01836380e-01  5.81284680e-01
1999246.100222542   |   6.73815520e-01  3.41887980e-01  3.01875810e-01  5.81340046e-01
1999246.103222542   |   6.74075840e-01  3.41483200e-01  3.01911410e-01  5.81257677e-01
1999246.110222542   |   6.73999600e-01  3.41550970e-01  3.02028390e-01  5.81245495e-01
1999246.113222542   |   6.73923460e-01  3.41618800e-01  3.02145290e-01  5.81233163e-01
1999246.120222542   |   6.73847410e-01  3.41686700e-01  3.02262110e-01  5.81220684e-01
1999246.123222542   |   6.74014300e-01  3.41332230e-01  3.02007240e-01  5.81367921e-01
1999246.130222542   |   6.74004940e-01  3.41316030e-01  3.02141010e-01  5.81318775e-01
1999246.133222542   |   6.73996070e-01  3.41299930e-01  3.02276360e-01  5.81268146e-01
1999246.140222542   |   6.73987340e-01  3.41283910e-01  3.02411600e-01  5.81217328e-01
1999246.143222542   |   8.37303900e-01 -1.03602620e-01  5.24219920e-01  1.15681250e-01
1999246.151235803   |   8.62214330e-01 -1.09100220e-01  4.82228290e-01  1.10179252e-01
1999247.051650277   |  -5.05266240e-01  5.19940440e-01 -3.97579650e-01  5.62404114e-01
1999247.101004357   |  -5.04997270e-01  5.19750530e-01 -3.97828100e-01  5.62645489e-01
1999247.143404357   |  -5.04726690e-01  5.19559440e-01 -3.98077830e-01  5.62888087e-01
1999247.173144989   |   2.36084630e-01  6.96204020e-01  1.17407900e-02  6.77809829e-01
1999248.041504357   |   6.71095520e-01  3.39828520e-01  3.03578110e-01  5.84797154e-01
1999248.050840290   |   2.09300460e-01  7.73955980e-01  1.67065000e-02  5.97416397e-01
1999248.062846144   |   2.04404900e-01  5.54558500e-01 -4.80044400e-02  8.05219896e-01
1999248.064754567   |  -5.01529220e-01  5.19827970e-01 -3.97987380e-01  5.65555805e-01
1999248.101632704   |  -5.05907550e-01  5.17858560e-01 -4.00016530e-01  5.62020319e-01
1999248.131632704   |  -5.03465620e-01  5.18668370e-01 -3.99239130e-01  5.64015610e-01
1999248.161632704   |  -7.31050430e-01  3.15553040e-01 -5.87040740e-01  1.46200948e-01
1999248.165244574   |   8.63772510e-01 -1.02849170e-01  4.84407170e-01  9.31063524e-02
1999248.175540604   |   8.64146160e-01 -9.89055000e-02  4.83625230e-01  9.78557772e-02
